timestamp,serial,frame,lat,lon,alt,vel_v,vel_h,heading,temp,humidity,pressure,type,freq_mhz,snr,f_error_hz,sats,batt_v,burst_timer,aux_data
2022-01-25T23:25:43Z,LMS6-8182644,3930,38.00996,-75.11174,7853.6,7.7,44.2,76.4,-273.0,-1.0,-1.0,LMS6-403,405.890,24.3,187,-1,-1.0,-1,-1
2022-01-25T23:25:44Z,LMS6-8182644,3931,38.01005,-75.11129,7860.1,6.5,40.6,76.5,-273.0,-1.0,-1.0,LMS6-403,405.890,24.6,187,-1,-1.0,-1,-1
2022-01-25T23:25:45Z,LMS6-8182644,3932,38.01012,-75.11086,7865.4,5.4,38.4,77.5,-273.0,-1.0,-1.0,LMS6-403,405.890,25.4,187,-1,-1.0,-1,-1
2022-01-25T23:25:46Z,LMS6-8182644,3933,38.01020,-75.11043,7870.7,5.6,38.5,77.5,-273.0,-1.0,-1.0,LMS6-403,405.890,25.4,187,-1,-1.0,-1,-1
2022-01-25T23:25:47Z,LMS6-8182644,3934,38.01030,-75.10997,7878.0,7.2,41.9,74.6,-273.0,-1.0,-1.0,LMS6-403,405.890,25.3,187,-1,-1.0,-1,-1
2022-01-25T23:25:48Z,LMS6-8182644,3935,38.01043,-75.10946,7884.0,5.9,46.6,71.8,-273.0,-1.0,-1.0,LMS6-403,405.890,25.3,187,-1,-1.0,-1,-1
2022-01-25T23:25:49Z,LMS6-8182644,3936,38.01058,-75.10892,7888.1,4.3,50.3,70.5,-273.0,-1.0,-1.0,LMS6-403,405.890,24.3,187,-1,-1.0,-1,-1
2022-01-25T23:25:50Z,LMS6-8182644,3937,38.01073,-75.10836,7892.4,4.3,52.5,71.1,-273.0,-1.0,-1.0,LMS6-403,405.890,24.3,187,-1,-1.0,-1,-1
2022-01-25T23:25:51Z,LMS6-8182644,3938,38.01087,-75.10778,7897.8,5.4,53.0,73.6,-273.0,-1.0,-1.0,LMS6-403,405.890,24.3,187,-1,-1.0,-1,-1
2022-01-25T23:25:52Z,LMS6-8182644,3939,38.01097,-75.10722,7903.0,5.1,51.1,77.8,-273.0,-1.0,-1.0,LMS6-403,405.890,24.8,187,-1,-1.0,-1,-1
2022-01-25T23:25:54Z,LMS6-8182644,3941,38.01107,-75.10616,7910.5,3.5,45.1,83.5,-273.0,-1.0,-1.0,LMS6-403,405.890,25.0,187,-1,-1.0,-1,-1
2022-01-25T23:25:55Z,LMS6-8182644,3942,38.01112,-75.10568,7914.0,3.6,43.0,82.4,-273.0,-1.0,-1.0,LMS6-403,405.890,25.0,187,-1,-1.0,-1,-1
2022-01-25T23:25:56Z,LMS6-8182644,3943,38.01121,-75.10521,7919.5,5.3,42.5,76.3,-273.0,-1.0,-1.0,LMS6-403,405.890,25.8,187,-1,-1.0,-1,-1
2022-01-25T23:25:57Z,LMS6-8182644,3944,38.01134,-75.10473,7923.3,3.3,44.5,71.8,-273.0,-1.0,-1.0,LMS6-403,405.890,25.8,187,-1,-1.0,-1,-1
2022-01-25T23:25:58Z,LMS6-8182644,3945,38.01148,-75.10423,7926.2,3.2,46.3,70.5,-273.0,-1.0,-1.0,LMS6-403,405.890,24.9,187,-1,-1.0,-1,-1
2022-01-25T23:25:59Z,LMS6-8182644,3946,38.01161,-75.10373,7932.0,5.7,46.8,71.7,-273.0,-1.0,-1.0,LMS6-403,405.890,24.9,187,-1,-1.0,-1,-1
2022-01-25T23:26:00Z,LMS6-8182644,3947,38.01172,-75.10321,7936.2,4.3,46.9,75.4,-273.0,-1.0,-1.0,LMS6-403,405.890,24.5,187,-1,-1.0,-1,-1
2022-01-25T23:26:01Z,LMS6-8182644,3948,38.01180,-75.10267,7940.7,4.3,48.5,78.6,-273.0,-1.0,-1.0,LMS6-403,405.890,25.3,187,-1,-1.0,-1,-1
2022-01-25T23:26:02Z,LMS6-8182644,3949,38.01188,-75.10212,7945.3,4.4,49.3,80.1,-273.0,-1.0,-1.0,LMS6-403,405.890,24.7,187,-1,-1.0,-1,-1
2022-01-25T23:26:03Z,LMS6-8182644,3950,38.01197,-75.10158,7949.9,4.9,48.6,78.2,-273.0,-1.0,-1.0,LMS6-403,405.890,25.5,187,-1,-1.0,-1,-1
2022-01-25T23:26:04Z,LMS6-8182644,3951,38.01207,-75.10107,7953.7,4.0,46.2,76.3,-273.0,-1.0,-1.0,LMS6-403,405.890,25.5,187,-1,-1.0,-1,-1
2022-01-25T23:26:05Z,LMS6-8182644,3952,38.01217,-75.10059,7957.1,3.7,43.8,75.4,-273.0,-1.0,-1.0,LMS6-403,405.890,24.8,187,-1,-1.0,-1,-1
2022-01-25T23:26:07Z,LMS6-8182644,3954,38.01233,-75.09964,7965.8,4.5,42.9,78.8,-273.0,-1.0,-1.0,LMS6-403,405.890,25.6,187,-1,-1.0,-1,-1
2022-01-25T23:26:08Z,LMS6-8182644,3955,38.01241,-75.09913,7972.2,5.9,45.7,77.8,-273.0,-1.0,-1.0,LMS6-403,405.890,25.6,187,-1,-1.0,-1,-1
2022-01-25T23:26:09Z,LMS6-8182644,3956,38.01251,-75.09860,7975.4,3.6,48.1,76.6,-273.0,-1.0,-1.0,LMS6-403,405.890,25.0,187,-1,-1.0,-1,-1
2022-01-25T23:26:10Z,LMS6-8182644,3957,38.01263,-75.09806,7980.3,5.4,49.2,74.8,-273.0,-1.0,-1.0,LMS6-403,405.890,25.0,187,-1,-1.0,-1,-1
2022-01-25T23:26:11Z,LMS6-8182644,3958,38.01274,-75.09754,7985.1,5.1,47.8,74.9,-273.0,-1.0,-1.0,LMS6-403,405.890,25.1,187,-1,-1.0,-1,-1
2022-01-25T23:26:12Z,LMS6-8182644,3959,38.01285,-75.09702,7989.7,4.8,46.6,75.0,-273.0,-1.0,-1.0,LMS6-403,405.890,25.8,187,-1,-1.0,-1,-1
2022-01-25T23:26:13Z,LMS6-8182644,3960,38.01296,-75.09652,7996.0,5.8,45.9,75.2,-273.0,-1.0,-1.0,LMS6-403,405.890,25.8,187,-1,-1.0,-1,-1
2022-01-25T23:26:14Z,LMS6-8182644,3961,38.01305,-75.09601,8001.1,4.9,46.0,76.1,-273.0,-1.0,-1.0,LMS6-403,405.890,25.1,187,-1,-1.0,-1,-1
2022-01-25T23:26:15Z,LMS6-8182644,3962,38.01314,-75.09549,8005.6,4.6,46.3,78.6,-273.0,-1.0,-1.0,LMS6-403,405.890,25.3,187,-1,-1.0,-1,-1
2022-01-25T23:26:16Z,LMS6-8182644,3963,38.01321,-75.09498,8009.2,3.9,45.9,79.7,-273.0,-1.0,-1.0,LMS6-403,405.890,25.3,187,-1,-1.0,-1,-1
2022-01-25T23:26:17Z,LMS6-8182644,3964,38.01330,-75.09447,8014.7,5.7,45.9,77.9,-273.0,-1.0,-1.0,LMS6-403,405.890,25.1,187,-1,-1.0,-1,-1
2022-01-25T23:26:18Z,LMS6-8182644,3965,38.01341,-75.09397,8019.8,5.1,45.8,75.1,-273.0,-1.0,-1.0,LMS6-403,405.890,25.9,187,-1,-1.0,-1,-1
2022-01-25T23:26:20Z,LMS6-8182644,3967,38.01364,-75.09291,8027.7,4.4,49.4,74.8,-273.0,-1.0,-1.0,LMS6-403,405.890,25.5,187,-1,-1.0,-1,-1
2022-01-25T23:26:21Z,LMS6-8182644,3968,38.01375,-75.09235,8031.3,3.7,50.3,75.9,-273.0,-1.0,-1.0,LMS6-403,405.890,25.4,187,-1,-1.0,-1,-1
2022-01-25T23:26:22Z,LMS6-8182644,3969,38.01386,-75.09180,8036.7,5.3,50.3,75.4,-273.0,-1.0,-1.0,LMS6-403,405.890,25.4,187,-1,-1.0,-1,-1
2022-01-25T23:26:23Z,LMS6-8182644,3970,38.01398,-75.09126,8040.5,3.9,48.9,75.1,-273.0,-1.0,-1.0,LMS6-403,405.890,25.4,187,-1,-1.0,-1,-1
2022-01-25T23:26:24Z,LMS6-8182644,3971,38.01409,-75.09074,8045.3,4.8,47.7,74.6,-273.0,-1.0,-1.0,LMS6-403,405.890,25.2,187,-1,-1.0,-1,-1
2022-01-25T23:26:25Z,LMS6-8182644,3972,38.01419,-75.09022,8050.0,4.8,46.8,76.9,-273.0,-1.0,-1.0,LMS6-403,405.890,25.2,187,-1,-1.0,-1,-1
2022-01-25T23:26:26Z,LMS6-8182644,3973,38.01427,-75.08970,8054.8,5.1,46.6,78.3,-273.0,-1.0,-1.0,LMS6-403,405.890,25.0,187,-1,-1.0,-1,-1
2022-01-25T23:26:27Z,LMS6-8182644,3974,38.01435,-75.08919,8057.7,3.1,46.3,79.0,-273.0,-1.0,-1.0,LMS6-403,405.890,25.3,187,-1,-1.0,-1,-1
2022-01-25T23:26:28Z,LMS6-8182644,3975,38.01444,-75.08868,8061.7,4.0,45.5,77.8,-273.0,-1.0,-1.0,LMS6-403,405.890,25.3,187,-1,-1.0,-1,-1
2022-01-25T23:26:29Z,LMS6-8182644,3976,38.01453,-75.08819,8066.1,4.7,44.7,76.6,-273.0,-1.0,-1.0,LMS6-403,405.890,25.6,187,-1,-1.0,-1,-1
2022-01-25T23:26:30Z,LMS6-8182644,3977,38.01464,-75.08769,8070.7,4.7,45.1,74.2,-273.0,-1.0,-1.0,LMS6-403,405.890,25.6,187,-1,-1.0,-1,-1
