timestamp,serial,frame,lat,lon,alt,vel_v,vel_h,heading,temp,humidity,pressure,type,freq_mhz,snr,f_error_hz,sats,batt_v,burst_timer,aux_data
2022-01-25T00:36:46.000Z,S4630597,6747,39.18022,-75.68294,26421.4,7.7,21.3,58.2,-273.0,-1.0,-1.0,RS41,403.000,9.4,375,9,2.5,-1,-1
2022-01-25T00:36:47.000Z,S4630597,6748,39.18031,-75.68276,26429.1,8.0,16.8,52.0,-273.0,-1.0,-1.0,RS41,403.000,9.4,375,9,2.6,-1,-1
2022-01-25T00:37:04.000Z,S4630597,6765,39.18176,-75.68085,26533.2,6.3,11.2,51.4,-273.0,-1.0,-1.0,RS41,403.000,10.3,375,8,2.6,-1,-1
2022-01-25T00:37:05.000Z,S4630597,6766,39.18181,-75.68077,26538.2,4.0,7.0,48.7,-273.0,-1.0,-1.0,RS41-NG,403.000,10.3,375,9,2.6,-1,-1
2022-01-25T00:37:29.000Z,S4630597,6790,39.18433,-75.67763,26683.3,6.7,16.4,47.4,-273.0,-1.0,-1.0,RS41-NG,403.000,10.8,375,9,2.5,-1,-1
2022-01-25T00:37:30.000Z,S4630597,6791,39.18443,-75.67748,26690.4,7.2,18.3,52.7,-273.0,-1.0,-1.0,RS41-NG,403.000,10.8,375,8,2.5,-1,-1
2022-01-25T00:37:32.000Z,S4630597,6793,39.18463,-75.67711,26703.2,4.9,20.4,57.3,-273.0,-1.0,-1.0,RS41-NG,403.000,9.7,375,9,2.6,-1,-1
2022-01-25T00:37:33.000Z,S4630597,6794,39.18472,-75.67692,26708.5,5.8,19.5,58.0,-273.0,-1.0,-1.0,RS41-NG,403.000,10.2,375,9,2.6,-1,-1
2022-01-25T00:37:34.000Z,S4630597,6795,39.18480,-75.67674,26714.6,6.2,16.7,61.2,-273.0,-1.0,-1.0,RS41-NG,403.000,10.2,375,9,2.5,-1,-1
2022-01-25T00:37:35.000Z,S4630597,6796,39.18487,-75.67657,26720.9,6.2,15.6,65.1,-273.0,-1.0,-1.0,RS41-NG,403.000,8.7,375,9,2.5,-1,-1
2022-01-25T00:37:36.000Z,S4630597,6797,39.18492,-75.67641,26727.0,6.3,14.8,69.4,-273.0,-1.0,-1.0,RS41-NG,403.000,8.7,375,9,2.5,-1,-1
2022-01-25T00:37:38.000Z,S4630597,6799,39.18506,-75.67603,26740.4,7.2,21.6,60.3,-273.0,-1.0,-1.0,RS41-NG,403.000,10.3,375,9,2.6,-1,-1
2022-01-25T00:37:39.000Z,S4630597,6800,39.18517,-75.67581,26746.7,5.4,24.1,56.7,-273.0,-1.0,-1.0,RS41-NG,403.000,10.3,375,9,2.6,-1,-1
2022-01-25T00:37:41.000Z,S4630597,6802,39.18540,-75.67536,26760.4,7.6,19.4,60.2,-273.0,-1.0,-1.0,RS41-NG,403.000,8.7,375,8,2.5,-1,-1
2022-01-25T00:37:42.000Z,S4630597,6803,39.18547,-75.67518,26767.6,6.8,16.0,68.4,-273.0,-1.0,-1.0,RS41-NG,403.000,9.9,375,9,2.5,-1,-1
2022-01-25T00:37:43.000Z,S4630597,6804,39.18551,-75.67502,26773.1,4.1,13.3,82.0,-273.0,-1.0,-1.0,RS41-NG,403.000,9.9,375,9,2.5,-1,-1
2022-01-25T00:37:51.000Z,S4630597,6812,39.18598,-75.67326,26827.6,5.2,19.8,90.4,-273.0,-1.0,-1.0,RS41-NG,403.000,9.7,375,9,2.5,-1,-1
2022-01-25T00:37:59.000Z,S4630597,6820,39.18646,-75.67155,26886.8,3.3,25.0,100.7,-273.0,-1.0,-1.0,RS41-NG,403.000,10.5,375,9,2.5,-1,-1
2022-01-25T00:38:12.001Z,S4630597,6833,39.18675,-75.66806,26971.8,7.0,26.1,82.3,-273.0,-1.0,-1.0,RS41-NG,403.000,8.6,375,9,2.6,-1,-1
2022-01-25T00:38:16.001Z,S4630597,6837,39.18688,-75.66708,26999.1,7.3,20.5,74.7,-273.0,-1.0,-1.0,RS41-NG,403.000,12.2,375,9,2.5,-1,-1
2022-01-25T00:38:17.001Z,S4630597,6838,39.18694,-75.66683,27006.5,7.7,22.9,75.2,-273.0,-1.0,-1.0,RS41-NG,403.000,12.2,375,9,2.5,-1,-1
2022-01-25T00:38:19.001Z,S4630597,6840,39.18702,-75.66626,27020.4,6.9,27.3,85.0,-273.0,-1.0,-1.0,RS41-NG,403.000,8.7,375,9,2.6,-1,-1
2022-01-25T00:38:26.001Z,S4630597,6847,39.18714,-75.66417,27063.9,6.5,24.6,60.3,-273.0,-1.0,-1.0,RS41-NG,403.000,11.6,375,9,2.5,-1,-1
2022-01-25T00:38:29.001Z,S4630597,6850,39.18725,-75.66342,27084.6,2.7,22.4,98.4,-273.0,-1.0,-1.0,RS41-NG,403.000,13.1,375,9,2.6,-1,-1
2022-01-25T00:38:37.001Z,S4630597,6858,39.18749,-75.66129,27134.8,3.5,24.2,90.4,-273.0,-1.0,-1.0,RS41-NG,403.000,11.9,375,8,2.5,-1,-1
2022-01-25T00:38:39.001Z,S4630597,6860,39.18743,-75.66070,27142.8,5.7,26.0,97.5,-273.0,-1.0,-1.0,RS41-NG,403.000,10.8,375,9,2.5,-1,-1
2022-01-25T00:38:40.001Z,S4630597,6861,39.18741,-75.66040,27149.6,8.2,26.0,92.3,-273.0,-1.0,-1.0,RS41-NG,403.000,11.7,375,9,2.6,-1,-1
2022-01-25T00:38:41.001Z,S4630597,6862,39.18742,-75.66011,27156.4,5.5,24.3,82.3,-273.0,-1.0,-1.0,RS41-NG,403.000,11.7,375,9,2.6,-1,-1
2022-01-25T00:38:46.001Z,S4630597,6867,39.18756,-75.65873,27185.7,5.1,26.6,98.5,-273.0,-1.0,-1.0,RS41-NG,403.000,10.6,375,9,2.6,-1,-1
2022-01-25T00:38:53.001Z,S4630597,6874,39.18763,-75.65671,27227.0,5.0,27.2,97.7,-273.0,-1.0,-1.0,RS41-NG,403.000,12.8,375,9,2.6,-1,-1
2022-01-25T00:38:54.001Z,S4630597,6875,39.18758,-75.65640,27231.5,4.1,28.1,104.7,-273.0,-1.0,-1.0,RS41-NG,403.000,11.4,375,9,2.5,-1,-1
2022-01-25T00:38:55.001Z,S4630597,6876,39.18752,-75.65609,27236.8,6.3,27.5,104.3,-273.0,-1.0,-1.0,RS41-NG,403.000,9.6,375,9,2.5,-1,-1
2022-01-25T00:38:57.001Z,S4630597,6878,39.18747,-75.65550,27250.3,5.7,24.7,84.9,-273.0,-1.0,-1.0,RS41-NG,403.000,11.0,375,9,2.6,-1,-1
2022-01-25T00:38:58.001Z,S4630597,6879,39.18751,-75.65522,27254.8,3.7,24.2,76.4,-273.0,-1.0,-1.0,RS41-NG,403.000,13.6,375,9,2.6,-1,-1
2022-01-25T00:39:00.001Z,S4630597,6881,39.18759,-75.65470,27266.7,8.0,22.4,86.5,-273.0,-1.0,-1.0,RS41-NG,403.000,14.7,375,9,2.5,-1,-1
2022-01-25T00:39:02.001Z,S4630597,6883,39.18753,-75.65417,27277.5,2.5,24.7,107.7,-273.0,-1.0,-1.0,RS41-NG,403.000,13.2,375,9,2.5,-1,-1
2022-01-25T00:39:03.001Z,S4630597,6884,39.18746,-75.65388,27281.3,5.4,26.8,107.8,-273.0,-1.0,-1.0,RS41-NG,403.000,13.0,375,9,2.6,-1,-1
2022-01-25T00:39:04.001Z,S4630597,6885,39.18740,-75.65358,27287.9,7.8,27.6,101.1,-273.0,-1.0,-1.0,RS41-NG,403.000,13.6,375,9,2.6,-1,-1
2022-01-25T00:39:05.001Z,S4630597,6886,39.18737,-75.65327,27294.6,5.7,27.6,92.3,-273.0,-1.0,-1.0,RS41-NG,403.000,15.9,375,9,2.5,-1,-1
2022-01-25T00:39:06.001Z,S4630597,6887,39.18738,-75.65296,27299.4,3.4,26.4,83.8,-273.0,-1.0,-1.0,RS41-NG,403.000,16.0,375,9,2.5,-1,-1
2022-01-25T00:39:07.001Z,S4630597,6888,39.18741,-75.65266,27303.7,4.9,24.5,84.6,-273.0,-1.0,-1.0,RS41-NG,403.000,16.0,375,9,2.5,-1,-1
