timestamp,serial,frame,lat,lon,alt,vel_v,vel_h,heading,temp,humidity,pressure,type,freq_mhz,snr,f_error_hz,sats,batt_v,burst_timer,aux_data
2022-01-24T17:55:11.000Z,S4630731,2480,38.99651,-77.10482,7388.8,3.9,42.5,103.1,-273.0,-1.0,-1.0,RS41,404.000,8.5,375,8,2.7,-1,-1
2022-01-24T17:55:13.000Z,S4630731,2482,38.99633,-77.10386,7396.4,3.8,42.6,104.4,-273.0,-1.0,-1.0,RS41-NG,404.000,9.3,375,8,2.8,-1,-1
2022-01-24T17:55:14.000Z,S4630731,2483,38.99623,-77.10339,7400.1,3.6,41.8,104.5,-273.0,-1.0,-1.0,RS41-NG,404.000,9.5,187,8,2.8,-1,-1
2022-01-24T17:55:15.000Z,S4630731,2484,38.99614,-77.10291,7404.3,4.5,42.5,103.9,-273.0,-1.0,-1.0,RS41-NG,404.000,10.0,187,8,2.8,-1,-1
2022-01-24T17:55:16.000Z,S4630731,2485,38.99605,-77.10243,7408.4,3.4,43.5,102.6,-273.0,-1.0,-1.0,RS41-NG,404.000,10.0,375,8,2.8,-1,-1
2022-01-24T17:55:17.000Z,S4630731,2486,38.99597,-77.10194,7412.2,4.1,44.0,101.5,-273.0,-1.0,-1.0,RS41-NG,404.000,10.0,375,8,2.8,-1,-1
2022-01-24T17:55:18.000Z,S4630731,2487,38.99589,-77.10145,7416.1,3.3,43.0,102.0,-273.0,-1.0,-1.0,RS41-NG,404.000,10.6,187,8,2.7,-1,-1
2022-01-24T17:55:19.000Z,S4630731,2488,38.99581,-77.10097,7419.8,3.9,41.8,102.9,-273.0,-1.0,-1.0,RS41-NG,404.000,10.6,375,8,2.7,-1,-1
2022-01-24T17:55:20.000Z,S4630731,2489,38.99572,-77.10050,7423.7,4.0,42.6,102.5,-273.0,-1.0,-1.0,RS41-NG,404.000,10.0,187,8,2.8,-1,-1
2022-01-24T17:55:21.000Z,S4630731,2490,38.99564,-77.10001,7427.6,3.8,43.6,102.6,-273.0,-1.0,-1.0,RS41-NG,404.000,10.0,187,8,2.8,-1,-1
2022-01-24T17:55:22.000Z,S4630731,2491,38.99555,-77.09952,7431.7,4.3,43.3,103.6,-273.0,-1.0,-1.0,RS41-NG,404.000,9.9,187,8,2.8,-1,-1
2022-01-24T17:55:23.000Z,S4630731,2492,38.99546,-77.09905,7435.9,3.7,42.0,104.4,-273.0,-1.0,-1.0,RS41-NG,404.000,10.0,375,8,2.8,-1,-1
2022-01-24T17:55:24.000Z,S4630731,2493,38.99536,-77.09857,7439.9,4.4,42.6,103.5,-273.0,-1.0,-1.0,RS41-NG,404.000,10.3,375,8,2.9,-1,-1
2022-01-24T17:55:25.000Z,S4630731,2494,38.99528,-77.09809,7443.9,3.2,43.4,102.3,-273.0,-1.0,-1.0,RS41-NG,404.000,11.3,375,8,2.8,-1,-1
2022-01-24T17:55:26.000Z,S4630731,2495,38.99519,-77.09760,7447.9,4.5,43.2,102.4,-273.0,-1.0,-1.0,RS41-NG,404.000,11.3,187,7,2.7,-1,-1
2022-01-24T17:55:27.000Z,S4630731,2496,38.99511,-77.09712,7451.8,3.3,42.0,103.2,-273.0,-1.0,-1.0,RS41-NG,404.000,11.6,187,8,2.7,-1,-1
2022-01-24T17:55:28.000Z,S4630731,2497,38.99502,-77.09665,7456.1,5.0,42.4,103.5,-273.0,-1.0,-1.0,RS41-NG,404.000,11.6,187,8,2.8,-1,-1
2022-01-24T17:55:29.000Z,S4630731,2498,38.99493,-77.09617,7460.2,3.0,43.5,102.9,-273.0,-1.0,-1.0,RS41-NG,404.000,11.9,187,8,2.8,-1,-1
2022-01-24T17:55:30.000Z,S4630731,2499,38.99485,-77.09568,7463.7,4.2,43.6,102.2,-273.0,-1.0,-1.0,RS41-NG,404.000,11.9,187,8,2.8,-1,-1
2022-01-24T17:55:31.000Z,S4630731,2500,38.99477,-77.09519,7467.9,4.1,42.4,101.5,-273.0,-1.0,-1.0,RS41-NG,404.000,11.1,187,7,2.8,-1,-1
2022-01-24T17:55:33.000Z,S4630731,2502,38.99463,-77.09424,7475.1,3.8,42.8,100.2,-273.0,-1.0,-1.0,RS41-NG,404.000,10.1,187,8,2.8,-1,-1
